image_id,추출한 날짜,정답 날짜,True/False,라벨 상태,난이도,오류 유형,비고
003380,,2022-11-02,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003381,,2022-05-NONE,,approved,unassessed,partial_date;latin_text,최종 날짜만 승인; OCR 주석 별도 검수
003382,,2021-03-12,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003383,,2021-12-07,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003384,,2023-01-15,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003385,,2021-06-25,,approved,unassessed,full_date;multiple_date_lines,최종 날짜만 승인; OCR 주석 별도 검수
003386,,2021-10-31,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003387,,2022-09-02,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003388,,2022-01-12,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003389,,2022-11-17,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003390,,2021-06-23,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003391,,2021-02-10,,approved,unassessed,full_date;multiple_date_lines,최종 날짜만 승인; OCR 주석 별도 검수
003392,,2023-02-19,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003393,,2023-09-21,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003394,,2023-11-01,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003395,,2021-10-06,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003396,,2022-09-04,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003397,,2022-01-19,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003398,,2021-11-01,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003399,,2021-06-22,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003400,,2021-02-15,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003401,,2021-02-06,,approved,unassessed,full_date;multiple_date_lines,최종 날짜만 승인; OCR 주석 별도 검수
003402,,2021-03-31,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003403,,2021-12-05,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003404,,2021-11-23,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003405,,2021-08-31,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003406,,2021-04-10,,approved,unassessed,full_date;multiple_date_lines,최종 날짜만 승인; OCR 주석 별도 검수
003407,,2021-11-16,,approved,unassessed,full_date;multiple_date_lines,최종 날짜만 승인; OCR 주석 별도 검수
003408,,2022-05-16,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003409,,2021-08-18,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003410,,2023-01-07,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003411,,2022-02-28,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003412,,2022-04-27,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003413,,2023-11-04,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003414,,2021-05-06,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003415,,2022-01-22,,approved,unassessed,full_date;multiple_date_lines,최종 날짜만 승인; OCR 주석 별도 검수
003416,,2022-10-NONE,,approved,unassessed,partial_date,최종 날짜만 승인; OCR 주석 별도 검수
003417,,2022-04-13,,approved,unassessed,full_date;multiple_date_lines,최종 날짜만 승인; OCR 주석 별도 검수
003418,,2021-10-23,,approved,unassessed,full_date;multiple_date_lines,최종 날짜만 승인; OCR 주석 별도 검수
003419,,2021-05-20,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003420,,2023-10-21,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003421,,2022-05-07,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003422,,2023-07-07,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003423,,2021-10-31,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003424,,2021-11-24,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003425,,2022-06-27,,approved,unassessed,full_date;multiple_date_lines,최종 날짜만 승인; OCR 주석 별도 검수
003426,,2021-11-15,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003427,,2021-07-01,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003428,,2021-08-NONE,,approved,unassessed,partial_date,최종 날짜만 승인; OCR 주석 별도 검수
003429,,2023-01-29,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003430,,2021-10-31,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003431,,2022-11-06,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003432,,2021-07-11,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003433,,2022-07-11,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003434,,2021-04-19,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003435,,2021-07-10,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003436,,2021-07-12,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003437,,2022-12-08,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003438,,2022-11-04,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003439,,2022-12-22,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003440,,2021-01-04,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003441,,2022-01-05,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003442,,2021-02-14,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003443,,NONE-01-26,,approved,unassessed,partial_date,최종 날짜만 승인; OCR 주석 별도 검수
003444,,2021-07-19,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003445,,2021-09-05,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003446,,2023-10-14,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003447,,2021-07-29,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003448,,2022-05-08,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003449,,2021-11-11,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003450,,2023-07-14,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003451,,2021-02-27,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003452,,2022-12-14,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003453,,2022-06-21,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003454,,2021-10-28,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003455,,2022-11-17,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003456,,2021-03-18,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003457,,NONE,,approved,unassessed,no_expiry,최종 날짜만 승인; OCR 주석 별도 검수
003458,,2022-01-29,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003459,,2021-05-18,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003460,,2020-12-16,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003461,,2021-06-20,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003462,,2023-01-24,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003463,,2021-11-NONE,,approved,unassessed,partial_date,최종 날짜만 승인; OCR 주석 별도 검수
003464,,2020-12-16,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003465,,2021-09-26,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003466,,NONE-04-13,,approved,unassessed,partial_date,최종 날짜만 승인; OCR 주석 별도 검수
003467,,2021-09-16,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003468,,2021-06-10,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003469,,2021-12-28,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003470,,2021-02-11,,approved,unassessed,full_date;multiple_date_lines,최종 날짜만 승인; OCR 주석 별도 검수
003471,,2021-06-11,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003472,,2021-02-28,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003473,,2021-07-05,,approved,unassessed,full_date;multiple_date_lines,최종 날짜만 승인; OCR 주석 별도 검수
003474,,2021-03-06,,approved,unassessed,full_date;multiple_date_lines,최종 날짜만 승인; OCR 주석 별도 검수
003475,,2022-06-20,,approved,unassessed,full_date;multiple_date_lines,최종 날짜만 승인; OCR 주석 별도 검수
003476,,2022-11-02,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003477,,2021-02-14,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003478,,2021-03-24,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003479,,2022-04-23,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003480,,2021-10-29,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003481,,2021-03-13,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003482,,2020-04-09,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003483,,2021-04-19,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003484,,2020-09-05,,approved,unassessed,full_date;multiple_date_lines,최종 날짜만 승인; OCR 주석 별도 검수
003485,,2020-05-15,,approved,unassessed,full_date;latin_text,최종 날짜만 승인; OCR 주석 별도 검수
003486,,2021-05-13,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003487,,2021-11-06,,approved,unassessed,full_date;multiple_date_lines,최종 날짜만 승인; OCR 주석 별도 검수
003488,,2022-10-20,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003489,,2022-11-20,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003490,,2020-09-23,,approved,unassessed,full_date;multiple_date_lines,최종 날짜만 승인; OCR 주석 별도 검수
003491,,2020-05-08,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003492,,2021-04-25,,approved,unassessed,full_date;multiple_date_lines,최종 날짜만 승인; OCR 주석 별도 검수
003493,,2021-08-01,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003494,,2021-11-23,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003495,,2022-01-NONE,,approved,unassessed,partial_date,최종 날짜만 승인; OCR 주석 별도 검수
003496,,2021-12-09,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003497,,2023-01-13,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003498,,2021-10-04,,approved,unassessed,full_date;latin_text,최종 날짜만 승인; OCR 주석 별도 검수
003499,,2021-11-23,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003500,,2023-07-06,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003501,,2021-11-30,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003502,,2022-07-12,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003503,,2022-11-26,,approved,unassessed,full_date;latin_text,최종 날짜만 승인; OCR 주석 별도 검수
003504,,2022-06-29,,approved,unassessed,full_date;latin_text,최종 날짜만 승인; OCR 주석 별도 검수
003505,,2021-06-17,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003506,,2021-06-30,,approved,unassessed,full_date;multiple_date_lines;latin_text,최종 날짜만 승인; OCR 주석 별도 검수
003507,,2021-04-29,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003508,,2021-08-11,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003509,,2021-12-22,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003510,,NONE,,approved,unassessed,no_expiry,최종 날짜만 승인; OCR 주석 별도 검수
003511,,2023-03-25,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003512,,2022-04-03,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003513,,2021-11-NONE,,approved,unassessed,partial_date,최종 날짜만 승인; OCR 주석 별도 검수
003514,,2022-02-08,,approved,unassessed,full_date;multiple_date_lines,최종 날짜만 승인; OCR 주석 별도 검수
003515,,2022-07-20,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003516,,2021-12-16,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003517,,2022-07-09,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003518,,2022-06-09,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003519,,2022-06-29,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003520,,2022-09-04,,approved,unassessed,full_date;latin_text,최종 날짜만 승인; OCR 주석 별도 검수
003521,,2021-05-22,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003522,,NONE,,approved,unassessed,no_expiry,최종 날짜만 승인; OCR 주석 별도 검수
003523,,2022-01-25,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003524,,2021-11-26,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003525,,2022-02-22,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003526,,2021-05-29,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003527,,2022-02-06,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003528,,2021-12-30,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003529,,2020-09-20,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003530,,2020-12-16,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003531,,2020-11-16,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003532,,2020-09-24,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003533,,2021-09-01,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003534,,2020-03-05,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003535,,2021-06-07,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003536,,2019-07-02,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003537,,2021-11-01,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003538,,2022-03-17,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003539,,2021-12-07,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003540,,2021-11-07,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003541,,2022-03-05,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003542,,2022-12-08,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003543,,2022-01-10,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003544,,NONE-01-29,,approved,unassessed,partial_date,최종 날짜만 승인; OCR 주석 별도 검수
003545,,2022-02-17,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003546,,2021-08-10,,approved,unassessed,full_date;multiple_date_lines,최종 날짜만 승인; OCR 주석 별도 검수
003547,,2020-08-12,,approved,unassessed,full_date;latin_text,최종 날짜만 승인; OCR 주석 별도 검수
003548,,2022-01-15,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003549,,2021-03-16,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003550,,2020-08-17,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003551,,2020-09-10,,approved,unassessed,full_date;multiple_date_lines,최종 날짜만 승인; OCR 주석 별도 검수
003552,,2021-08-15,,approved,unassessed,full_date;multiple_date_lines,최종 날짜만 승인; OCR 주석 별도 검수
003553,,2022-08-07,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003554,,2022-02-02,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003555,,2021-09-16,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003556,,2023-06-18,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003557,,2022-03-17,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003558,,NONE-03-21,,approved,unassessed,partial_date,최종 날짜만 승인; OCR 주석 별도 검수
003559,,2023-02-26,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003560,,2021-08-22,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003561,,2021-12-29,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003562,,2021-10-14,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003563,,2019-09-14,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003564,,NONE,,approved,unassessed,no_expiry,최종 날짜만 승인; OCR 주석 별도 검수
003565,,2021-07-05,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003566,,2021-11-19,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003567,,2021-08-02,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003568,,2021-04-03,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003569,,2021-02-04,,approved,unassessed,full_date;latin_text,최종 날짜만 승인; OCR 주석 별도 검수
003570,,2021-10-20,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003571,,2021-09-02,,approved,unassessed,full_date;latin_text,최종 날짜만 승인; OCR 주석 별도 검수
003572,,2021-03-27,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003573,,2022-03-02,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003574,,2022-11-26,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003575,,2021-03-18,,approved,unassessed,full_date;multiple_date_lines,최종 날짜만 승인; OCR 주석 별도 검수
003576,,2022-04-30,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003577,,2021-08-18,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003578,,2021-08-16,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003579,,2023-09-28,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003580,,2021-08-23,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003581,,2021-10-06,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003582,,2023-01-17,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003583,,2022-12-13,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003584,,2022-08-31,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003585,,2023-02-14,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003586,,2023-06-NONE,,approved,unassessed,partial_date;latin_text,최종 날짜만 승인; OCR 주석 별도 검수
003587,,2022-10-31,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003588,,2022-02-NONE,,approved,unassessed,partial_date,최종 날짜만 승인; OCR 주석 별도 검수
003589,,2021-07-17,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003590,,2021-11-12,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003591,,2023-05-22,,approved,unassessed,full_date;latin_text,최종 날짜만 승인; OCR 주석 별도 검수
003592,,2022-02-19,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003593,,2023-02-09,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003594,,2023-08-25,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003595,,2023-09-17,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003596,,2025-06-09,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003597,,2022-10-12,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003598,,2021-06-10,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003599,,2022-07-09,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003600,,2023-09-NONE,,approved,unassessed,partial_date,최종 날짜만 승인; OCR 주석 별도 검수
003601,,2021-11-25,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003602,,NONE-03-31,,approved,unassessed,partial_date,최종 날짜만 승인; OCR 주석 별도 검수
003603,,2021-11-24,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003604,,2021-09-02,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003605,,2021-07-05,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003606,,2022-02-02,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003607,,2022-10-07,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003608,,2022-06-04,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003609,,2021-05-12,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003610,,2022-10-11,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003611,,2022-11-20,,approved,unassessed,full_date;multiple_date_lines,최종 날짜만 승인; OCR 주석 별도 검수
003612,,2023-09-01,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003613,,2025-08-14,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003614,,NONE,,approved,unassessed,no_expiry,최종 날짜만 승인; OCR 주석 별도 검수
003615,,2020-10-NONE,,approved,unassessed,partial_date,최종 날짜만 승인; OCR 주석 별도 검수
003616,,2022-06-11,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003617,,2025-12-31,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003618,,2022-09-30,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003619,,2022-05-06,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003620,,2021-09-07,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003621,,2021-05-19,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003622,,2023-08-NONE,,approved,unassessed,partial_date,최종 날짜만 승인; OCR 주석 별도 검수
003623,,2022-06-20,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003624,,2022-01-07,,approved,unassessed,full_date;multiple_date_lines,최종 날짜만 승인; OCR 주석 별도 검수
003625,,2020-10-19,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003626,,2021-03-02,,approved,unassessed,full_date;multiple_date_lines,최종 날짜만 승인; OCR 주석 별도 검수
003627,,2021-03-22,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003628,,2021-07-18,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003629,,2021-02-28,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
003630,,NONE,,approved,unassessed,no_expiry,최종 날짜만 승인; OCR 주석 별도 검수
003631,,2025-02-NONE,,approved,unassessed,partial_date,최종 날짜만 승인; OCR 주석 별도 검수
003632,,2021-08-24,,approved,unassessed,full_date;multiple_date_lines,최종 날짜만 승인; OCR 주석 별도 검수
003633,,2021-04-04,,approved,unassessed,full_date,최종 날짜만 승인; OCR 주석 별도 검수
