image_id,추출한 날짜,정답 날짜,True/False,라벨 상태,난이도,오류 유형,비고
000073,,2026-03-12,,approved,medium,점자형·잉크젯형 인쇄;전화번호·바코드 오인 위험;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000074,,2026-08-28,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000075,,2026-01-06,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000076,,2026-08-17,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000077,,2026-03-07,,approved,medium,다양한 구분자;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000078,,NONE,,approved,hard,제조일자만 존재;no_expiry,최종 날짜만 승인; OCR 주석 별도 검수
000079,,2026-01-31,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000080,,2026-09-16,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000081,,2026-05-18,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000082,,2026-08-24,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000083,,2026-07-01,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000084,,2026-03-31,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000085,,2026-03-30,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;전화번호·바코드 오인 위험;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000086,,2026-03-14,,approved,medium,제조일자·소비기한 동시;두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000087,,2026-08-10,,approved,medium,제조일자·소비기한 동시;두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000088,,2026-09-03,,approved,medium,제조일자·소비기한 동시;두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000089,,2026-09-11,,approved,medium,여러 날짜·다른 상품;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000090,,2026-09-01,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000091,,2027-05-22,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000092,,2026-12-05,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000093,,2026-04-23,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000094,,2027-06-30,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000095,,2026-07-29,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000096,,2026-05-26,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000097,,2025-11-19,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000098,,2026-03-11,,approved,medium,여러 날짜·다른 상품;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000099,,2026-03-07,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000100,,2026-02-11,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000101,,2026-04-08,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000102,,2025-11-13,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000103,,2025-12-18,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000104,,2026-04-01,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000105,,2025-11-09,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000106,,NONE-10-20,,approved,hard,반사·흐림·저대비;회전·기울어짐;점자형·잉크젯형 인쇄;partial_date,최종 날짜만 승인; OCR 주석 별도 검수
000107,,2025-12-25,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000108,,2025-10-24,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000109,,2025-12-12,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000110,,2025-10-29,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000111,,2025-10-25,,approved,medium,두 자리 연도;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000112,,2025-10-17,,approved,medium,두 자리 연도;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000113,,2026-01-16,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000114,,2026-02-28,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000115,,2025-12-08,,approved,medium,반사·흐림·저대비;회전·기울어짐;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000116,,2026-03-27,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000117,,2025-11-28,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000118,,2026-03-23,,approved,hard,여러 날짜·다른 상품;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000119,,2026-08-24,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000120,,2026-08-25,,approved,hard,여러 날짜·다른 상품;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000121,,2027-04-13,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000122,,2027-04-28,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000123,,2026-06-04,,approved,medium,점자형·잉크젯형 인쇄;전화번호·바코드 오인 위험;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000124,,2026-01-02,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000125,,2026-04-07,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000126,,2026-06-12,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000127,,2026-04-27,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000128,,2026-05-28,,approved,medium,두 자리 연도;반사·흐림·저대비;점자형·잉크젯형 인쇄;전화번호·바코드 오인 위험;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000129,,2026-01-09,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000130,,2027-02-05,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000131,,2026-08-05,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000132,,2026-08-21,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000133,,2025-11-25,,approved,medium,다양한 구분자;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000134,,2026-09-23,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000135,,2026-04-18,,approved,medium,다양한 구분자;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000136,,2025-12-02,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000137,,2026-03-26,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000138,,2026-05-14,,approved,medium,다양한 구분자;전화번호·바코드 오인 위험;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000139,,2026-07-26,,approved,medium,다양한 구분자;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000140,,2026-07-14,,approved,medium,다양한 구분자;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000141,,2026-09-17,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000142,,2026-05-14,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000143,,2027-03-06,,approved,hard,다양한 구분자;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000144,,2027-03-25,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000145,,2027-03-24,,approved,medium,여러 날짜·다른 상품;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000146,,2026-04-03,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000147,,2026-03-21,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000148,,2026-02-26,,approved,medium,제조일자·소비기한 동시;두 자리 연도;다양한 구분자;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000149,,2026-04-28,,approved,medium,전화번호·바코드 오인 위험;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000150,,2026-08-12,,approved,medium,전화번호·바코드 오인 위험;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000151,,2026-09-07,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000152,,2026-07-31,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000153,,2026-10-12,,approved,medium,다양한 구분자;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000154,,2027-08-13,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000155,,2026-06-22,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000156,,2026-07-29,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000157,,2027-07-08,,approved,hard,다양한 구분자;반사·흐림·저대비;회전·기울어짐;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수; 사용자 확정 2027-07-08
000158,,2028-07-20,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000159,,2027-01-08,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000160,,2026-10-27,,approved,medium,제조일자·소비기한 동시;다양한 구분자;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000161,,2027-05-10,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000162,,2027-06-12,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000163,,2026-11-20,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000164,,2026-04-27,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000165,,2027-01-13,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000166,,2027-08-18,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000167,,2026-08-07,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000168,,2026-02-16,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000169,,2026-03-18,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000170,,2026-09-07,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000171,,2026-05-27,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000172,,2026-06-10,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000173,,2026-09-17,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000174,,2026-09-05,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000175,,2026-06-28,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000176,,2026-09-22,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000177,,2026-08-18,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000178,,2026-06-25,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000179,,2026-06-29,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000180,,2026-06-25,,approved,medium,제조일자·소비기한 동시;반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000181,,2026-09-08,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000182,,2026-10-01,,approved,medium,다양한 구분자;회전·기울어짐;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000183,,2027-07-28,,approved,medium,제조일자·소비기한 동시;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000184,,2027-11-19,,approved,medium,다양한 구분자;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000185,,2028-03-15,,approved,medium,다양한 구분자;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000186,,2028-04-14,,approved,medium,다양한 구분자;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000187,,2028-02-05,,approved,medium,다양한 구분자;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000188,,2027-09-30,,approved,medium,다양한 구분자;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000189,,2026-08-25,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000190,,2022-11-26,,approved,hard,제조일자·소비기한 동시;두 자리 연도;다양한 구분자;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000191,,2026-06-15,,approved,medium,반사·흐림·저대비;회전·기울어짐;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000192,,2026-06-24,,approved,medium,반사·흐림·저대비;회전·기울어짐;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000193,,2026-03-06,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000194,,2027-04-23,,approved,medium,전화번호·바코드 오인 위험;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000195,,2027-07-01,,approved,medium,전화번호·바코드 오인 위험;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000196,,2027-02-27,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000197,,2026-07-30,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000198,,2026-05-03,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000199,,2027-09-07,,approved,medium,전화번호·바코드 오인 위험;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000200,,2027-07-14,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000201,,2027-03-30,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000202,,2027-02-06,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000203,,2026-07-01,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;전화번호·바코드 오인 위험;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000204,,2026-06-18,,approved,medium,점자형·잉크젯형 인쇄;전화번호·바코드 오인 위험;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000205,,2027-05-18,,approved,medium,다양한 구분자;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000206,,2026-05-08,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000207,,2026-09-24,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000208,,2026-04-13,,approved,medium,다양한 구분자;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000209,,2027-06-11,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000210,,2027-05-20,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000211,,2026-02-12,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000212,,2026-12-16,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000213,,2026-03-20,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000214,,2026-08-13,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000215,,2026-10-14,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000216,,2026-03-16,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000217,,2027-03-08,,approved,medium,두 자리 연도;다양한 구분자;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000218,,2026-05-03,,approved,medium,반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000219,,2026-09-07,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000220,,2026-02-23,,approved,medium,전화번호·바코드 오인 위험;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000221,,2026-07-15,,approved,medium,여러 날짜·다른 상품;전화번호·바코드 오인 위험;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000222,,2026-03-25,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000223,,2026-08-13,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000224,,2026-06-15,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
000225,,2026-04-06,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
