image_id,추출한 날짜,정답 날짜,True/False,라벨 상태,난이도,오류 유형,비고
AMLC000050,,2025-09-30,,approved,medium,전화번호·바코드 오인 위험;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000051,,2026-01-12,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000052,,2025-11-19,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000053,,2025-12-20,,approved,medium,다양한 구분자;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000054,,2025-10-08,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000055,,2026-08-04,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000056,,2026-07-11,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000057,,2026-06-24,,approved,medium,점자형·잉크젯형 인쇄;전화번호·바코드 오인 위험;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000058,,2027-03-27,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000059,,2027-06-22,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000060,,2026-04-30,,approved,medium,다양한 구분자;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000061,,2026-06-04,,approved,medium,두 자리 연도;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000062,,2026-05-26,,approved,medium,두 자리 연도;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000063,,2026-06-16,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000064,,2026-08-03,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000065,,2026-01-12,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000066,,2026-08-17,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000067,,2025-12-19,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000068,,2026-06-17,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000069,,2026-06-24,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000070,,2026-10-08,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000071,,2027-07-20,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000072,,2026-04-25,,approved,medium,점자형·잉크젯형 인쇄;전화번호·바코드 오인 위험;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000073,,2026-03-12,,approved,medium,점자형·잉크젯형 인쇄;전화번호·바코드 오인 위험;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000074,,2026-08-28,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000075,,2026-01-06,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000076,,2026-08-17,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000077,,2026-03-07,,approved,medium,다양한 구분자;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000078,,NONE,,approved,hard,제조일자만 존재;no_expiry,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000079,,2026-01-31,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000080,,2026-09-16,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000081,,2026-05-18,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000082,,2026-08-24,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000083,,2026-07-01,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000084,,2026-03-31,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000085,,2026-03-30,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;전화번호·바코드 오인 위험;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000086,,2026-03-14,,approved,medium,제조일자·소비기한 동시;두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000087,,2026-08-10,,approved,medium,제조일자·소비기한 동시;두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000088,,2026-09-03,,approved,medium,제조일자·소비기한 동시;두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000089,,2026-09-11,,approved,medium,여러 날짜·다른 상품;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000090,,2026-09-01,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000091,,2027-05-22,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000092,,2026-12-05,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000093,,2026-04-23,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000094,,2027-06-30,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000095,,2026-07-29,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000096,,2026-05-26,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000097,,2025-11-19,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000098,,2026-03-11,,approved,medium,여러 날짜·다른 상품;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000099,,2026-03-07,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000100,,2026-02-11,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000101,,2026-04-08,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000102,,2025-11-13,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000103,,2025-12-18,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000104,,2026-04-01,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000105,,2025-11-09,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000106,,NONE-10-20,,approved,hard,반사·흐림·저대비;회전·기울어짐;점자형·잉크젯형 인쇄;partial_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000107,,2025-12-25,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000108,,2025-10-24,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000109,,2025-12-12,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000110,,2025-10-29,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000111,,2025-10-25,,approved,medium,두 자리 연도;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000112,,2025-10-17,,approved,medium,두 자리 연도;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000113,,2026-01-16,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000114,,2026-02-28,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000115,,2025-12-08,,approved,medium,반사·흐림·저대비;회전·기울어짐;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000116,,2026-03-27,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000117,,2025-11-28,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000118,,2026-03-23,,approved,hard,여러 날짜·다른 상품;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000119,,2026-08-24,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000120,,2026-08-25,,approved,hard,여러 날짜·다른 상품;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000121,,2027-04-13,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000122,,2027-04-28,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000123,,2026-06-04,,approved,medium,점자형·잉크젯형 인쇄;전화번호·바코드 오인 위험;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000124,,2026-01-02,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000125,,2026-04-07,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000126,,2026-06-12,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000127,,2026-04-27,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000128,,2026-05-28,,approved,medium,두 자리 연도;반사·흐림·저대비;점자형·잉크젯형 인쇄;전화번호·바코드 오인 위험;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000129,,2026-01-09,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000130,,2027-02-05,,approved,medium,두 자리 연도;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000131,,2026-08-05,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000132,,2026-08-21,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000133,,2025-11-25,,approved,medium,다양한 구분자;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000134,,2026-09-23,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000135,,2026-04-18,,approved,medium,다양한 구분자;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000136,,2025-12-02,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000137,,2026-03-26,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000138,,2026-05-14,,approved,medium,다양한 구분자;전화번호·바코드 오인 위험;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000139,,2026-07-26,,approved,medium,다양한 구분자;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000140,,2026-07-14,,approved,medium,다양한 구분자;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000141,,2026-09-17,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000142,,2026-05-14,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000143,,2027-03-06,,approved,hard,다양한 구분자;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000144,,2027-03-25,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000145,,2027-03-24,,approved,medium,여러 날짜·다른 상품;반사·흐림·저대비;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000146,,2026-04-03,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000147,,2026-03-21,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000148,,2026-02-26,,approved,medium,제조일자·소비기한 동시;두 자리 연도;다양한 구분자;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000149,,2026-04-28,,approved,medium,전화번호·바코드 오인 위험;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000150,,2026-08-12,,approved,medium,전화번호·바코드 오인 위험;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000151,,2026-09-07,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000152,,2026-07-31,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000153,,2026-10-12,,approved,medium,다양한 구분자;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000154,,2027-08-13,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000155,,2026-06-22,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000156,,2026-07-29,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000157,,2027-07-08,,approved,hard,다양한 구분자;반사·흐림·저대비;회전·기울어짐;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수; 사용자 확정 2027-07-08
AMLC000158,,2028-07-20,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000159,,2027-01-08,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000160,,2026-10-27,,approved,medium,제조일자·소비기한 동시;다양한 구분자;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000161,,2027-05-10,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000162,,2027-06-12,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000163,,2026-11-20,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000164,,2026-04-27,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000165,,2027-01-13,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000166,,2027-08-18,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000167,,2026-08-07,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000168,,2026-02-16,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000169,,2026-03-18,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000170,,2026-09-07,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000171,,2026-05-27,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000172,,2026-06-10,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000173,,2026-09-17,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000174,,2026-09-05,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000175,,2026-06-28,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000176,,2026-09-22,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000177,,2026-08-18,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000178,,2026-06-25,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000179,,2026-06-29,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000180,,2026-06-25,,approved,medium,제조일자·소비기한 동시;반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000181,,2026-09-08,,approved,medium,제조일자·소비기한 동시;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000182,,2026-10-01,,approved,medium,다양한 구분자;회전·기울어짐;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000183,,2027-07-28,,approved,medium,제조일자·소비기한 동시;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000184,,2027-11-19,,approved,medium,다양한 구분자;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000185,,2028-03-15,,approved,medium,다양한 구분자;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000186,,2028-04-14,,approved,medium,다양한 구분자;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000187,,2028-02-05,,approved,medium,다양한 구분자;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000188,,2027-09-30,,approved,medium,다양한 구분자;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000189,,2026-08-25,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000190,,2022-11-26,,approved,hard,제조일자·소비기한 동시;두 자리 연도;다양한 구분자;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000191,,2026-06-15,,approved,medium,반사·흐림·저대비;회전·기울어짐;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000192,,2026-06-24,,approved,medium,반사·흐림·저대비;회전·기울어짐;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000193,,2026-03-06,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000194,,2027-04-23,,approved,medium,전화번호·바코드 오인 위험;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000195,,2027-07-01,,approved,medium,전화번호·바코드 오인 위험;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000196,,2027-02-27,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000197,,2026-07-30,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000198,,2026-05-03,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000199,,2027-09-07,,approved,medium,전화번호·바코드 오인 위험;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000200,,2027-07-14,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000201,,2027-03-30,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000202,,2027-02-06,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000203,,2026-07-01,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;전화번호·바코드 오인 위험;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000204,,2026-06-18,,approved,medium,점자형·잉크젯형 인쇄;전화번호·바코드 오인 위험;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000205,,2027-05-18,,approved,medium,다양한 구분자;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000206,,2026-05-08,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000207,,2026-09-24,,approved,easy,정상;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000208,,2026-04-13,,approved,medium,다양한 구분자;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000209,,2027-06-11,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000210,,2027-05-20,,approved,medium,점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
AMLC000211,,2026-02-12,,approved,medium,반사·흐림·저대비;점자형·잉크젯형 인쇄;full_date,최종 날짜만 승인; OCR 주석 별도 검수
