image_id,image_path
AMLC000636,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000636.jpg
AMLC000645,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000645.jpg
AMLC000649,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000649.jpg
AMLC000653,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000653.jpg
AMLC000655,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000655.jpg
AMLC000656,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000656.jpg
AMLC000658,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000658.jpg
AMLC000660,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000660.jpg
AMLC000669,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000669.jpg
AMLC000672,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000672.jpg
AMLC000675,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000675.jpg
AMLC000683,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000683.jpg
AMLC000684,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000684.jpg
AMLC000687,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000687.jpg
AMLC000689,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000689.jpg
AMLC000691,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000691.jpg
AMLC000692,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000692.jpg
AMLC000696,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000696.jpg
AMLC000699,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000699.jpg
AMLC000700,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000700.jpg
AMLC000708,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000708.jpg
AMLC000711,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000711.jpg
AMLC000712,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000712.jpg
AMLC000713,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000713.jpg
AMLC000719,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000719.jpg
AMLC000721,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000721.jpg
AMLC000724,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000724.jpg
AMLC000728,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000728.jpg
AMLC000732,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000732.jpg
AMLC000734,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000734.jpg
AMLC000742,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000742.jpg
AMLC000744,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000744.jpg
AMLC000748,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000748.jpg
AMLC000750,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000750.jpg
AMLC000751,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000751.jpg
AMLC000757,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000757.jpg
AMLC000768,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000768.jpeg
AMLC000776,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000776.jpeg
AMLC000779,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000779.jpeg
AMLC000788,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000788.jpeg
AMLC000794,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000794.jpeg
AMLC000796,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000796.jpeg
AMLC000805,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000805.jpeg
AMLC000809,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000809.jpeg
AMLC000812,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000812.jpeg
AMLC000814,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000814.jpeg
AMLC000819,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000819.jpeg
AMLC000830,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000830.jpeg
AMLC000832,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000832.jpeg
AMLC000834,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000834.jpeg
AMLC000835,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000835.jpeg
AMLC000844,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000844.jpeg
AMLC000846,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000846.jpeg
AMLC000855,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000855.jpeg
AMLC000857,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000857.jpg
AMLC000858,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000858.jpg
AMLC000873,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000873.jpg
AMLC000875,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000875.jpg
AMLC000878,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000878.jpg
AMLC000880,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000880.jpg
AMLC000888,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000888.jpg
AMLC000890,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000890.jpg
AMLC000893,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000893.jpg
AMLC000896,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000896.jpg
AMLC000901,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000901.jpg
AMLC000902,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000902.jpg
AMLC000904,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000904.jpg
AMLC000906,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000906.jpg
AMLC000908,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000908.jpg
AMLC000914,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000914.jpg
AMLC000918,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000918.jpg
AMLC000919,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000919.jpg
AMLC000921,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000921.jpg
AMLC000924,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000924.jpg
AMLC000925,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000925.jpg
AMLC000926,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000926.jpg
AMLC000929,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000929.jpg
AMLC000931,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000931.jpg
AMLC000940,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000940.jpg
AMLC000943,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000943.jpg
AMLC000946,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000946.jpg
AMLC000950,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000950.jpg
AMLC000951,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000951.jpg
AMLC000952,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000952.jpg
AMLC000954,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000954.jpg
AMLC000957,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000957.jpg
AMLC000960,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000960.jpg
AMLC000962,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000962.jpg
AMLC000970,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000970.jpg
AMLC000974,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000974.jpg
AMLC000976,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000976.jpg
AMLC000980,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000980.jpg
AMLC000983,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000983.jpg
AMLC000986,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000986.jpg
AMLC000994,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000994.jpg
AMLC000997,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000997.jpg
AMLC001000,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001000.jpg
AMLC001001,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001001.jpg
AMLC001002,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001002.jpg
AMLC001007,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001007.jpg
AMLC001008,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001008.jpg
AMLC001014,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001014.jpg
AMLC001018,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001018.jpg
AMLC001019,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001019.jpg
AMLC001025,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001025.jpg
AMLC001026,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001026.jpg
AMLC001031,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001031.jpg
AMLC001032,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001032.jpg
AMLC001034,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001034.jpg
AMLC001041,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001041.jpg
AMLC001042,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001042.jpg
AMLC001044,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001044.jpg
AMLC001046,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001046.jpg
AMLC001047,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001047.jpg
AMLC001051,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001051.jpg
AMLC001052,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001052.jpg
AMLC001054,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001054.jpg
AMLC001059,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001059.jpg
AMLC001060,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001060.jpg
AMLC001063,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001063.jpg
AMLC001071,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001071.jpg
AMLC001072,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001072.jpg
AMLC001073,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001073.jpg
AMLC001076,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001076.jpg
AMLC001080,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001080.jpg
AMLC001087,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001087.jpg
AMLC001088,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001088.jpg
AMLC001091,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001091.jpg
AMLC001092,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001092.jpg
AMLC001095,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001095.jpg
AMLC001096,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001096.jpg
AMLC001099,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001099.jpg
AMLC001100,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001100.jpg
AMLC001103,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001103.jpg
AMLC001104,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001104.jpg
AMLC001105,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001105.jpg
AMLC001108,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001108.jpg
AMLC001111,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001111.jpg
AMLC001118,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001118.jpg
AMLC001121,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001121.jpg
AMLC001124,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001124.jpg
AMLC001125,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001125.jpg
AMLC001131,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001131.jpg
AMLC001133,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001133.jpg
AMLC001135,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001135.jpg
AMLC001137,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001137.jpg
AMLC001143,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001143.jpg
AMLC001149,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001149.jpg
AMLC001161,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001161.jpg
AMLC001162,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001162.jpg
AMLC001164,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001164.jpg
AMLC001166,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001166.jpg
AMLC001169,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001169.jpg
AMLC001175,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001175.jpg
AMLC001177,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001177.jpg
AMLC001178,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001178.jpg
AMLC001179,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001179.jpg
AMLC001188,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001188.jpg
AMLC001190,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001190.jpg
AMLC001191,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001191.jpg
AMLC001193,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001193.jpg
AMLC001200,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001200.jpg
AMLC001202,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001202.jpg
AMLC001204,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001204.jpg
AMLC001207,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001207.jpg
AMLC001209,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001209.jpg
AMLC001215,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001215.jpg
AMLC001219,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001219.jpg
AMLC001225,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001225.jpg
AMLC001227,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001227.jpg
AMLC001228,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001228.jpg
AMLC001231,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001231.jpg
AMLC001234,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001234.jpg
AMLC001238,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001238.jpg
AMLC001243,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001243.jpg
AMLC001249,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001249.jpg
AMLC001251,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001251.jpg
AMLC001253,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001253.jpg
AMLC001259,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001259.jpg
AMLC001260,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001260.jpg
AMLC001261,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001261.jpg
AMLC001263,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001263.jpg
AMLC001266,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001266.jpg
AMLC001270,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001270.jpg
AMLC001275,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001275.jpg
AMLC001286,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001286.jpg
AMLC001289,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001289.jpg
AMLC001293,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001293.jpg
AMLC001295,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001295.jpg
AMLC001298,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001298.jpg
AMLC001302,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001302.jpg
AMLC001303,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001303.jpg
AMLC001307,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001307.jpg
AMLC001313,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001313.jpg
AMLC001319,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001319.jpg
AMLC001331,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001331.jpg
AMLC001334,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001334.jpg
AMLC001342,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001342.jpg
AMLC001345,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001345.jpg
AMLC001346,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001346.jpg
AMLC001347,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001347.jpg
AMLC001350,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001350.jpg
AMLC001360,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001360.jpg
AMLC001371,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001371.jpg
AMLC001374,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001374.jpg
AMLC001379,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001379.jpg
AMLC001384,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001384.jpg
AMLC001385,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001385.jpg
AMLC001386,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001386.jpg
AMLC001388,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001388.jpg
AMLC001390,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001390.jpg
AMLC001396,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001396.jpg
AMLC001398,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001398.jpg
AMLC001400,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001400.jpg
AMLC001401,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001401.jpg
AMLC001404,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001404.jpg
AMLC001405,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001405.jpg
AMLC001407,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001407.jpg
AMLC001408,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001408.jpg
AMLC001409,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001409.jpg
AMLC001416,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001416.jpg
AMLC001417,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001417.jpg
AMLC001426,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001426.jpg
AMLC001432,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001432.jpg
AMLC001436,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001436.jpg
AMLC001440,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001440.jpg
AMLC001441,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001441.jpg
AMLC001448,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001448.jpg
AMLC001449,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001449.jpg
AMLC001452,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001452.jpg
AMLC001453,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001453.jpg
AMLC001454,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001454.jpg
AMLC001456,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001456.jpg
AMLC001460,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001460.jpg
AMLC001461,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001461.jpg
AMLC001464,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001464.jpg
AMLC001465,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001465.jpg
AMLC001466,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001466.jpg
AMLC001469,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001469.jpg
AMLC001472,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001472.jpg
AMLC001474,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001474.jpg
AMLC001478,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001478.jpg
AMLC001479,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001479.jpg
AMLC001481,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001481.jpg
AMLC001483,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001483.jpg
AMLC001486,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001486.jpg
AMLC001494,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001494.jpg
AMLC001498,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001498.jpg
AMLC001499,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001499.jpg
AMLC001502,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001502.jpg
AMLC001503,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001503.jpg
AMLC001504,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001504.jpg
AMLC001505,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001505.jpg
AMLC001508,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001508.jpg
AMLC001511,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001511.jpg
AMLC001521,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001521.jpg
AMLC001527,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001527.jpg
AMLC001528,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001528.jpg
AMLC001532,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001532.jpg
AMLC001537,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001537.jpg
AMLC001538,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001538.jpg
AMLC001539,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001539.jpg
AMLC001542,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001542.jpg
AMLC001545,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001545.jpg
AMLC001548,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001548.jpg
AMLC001552,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001552.jpg
AMLC001553,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001553.jpg
AMLC001559,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001559.jpg
