image_id,image_path
AMLC000162,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000162.jpg
AMLC000169,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000169.jpg
AMLC000171,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000171.jpg
AMLC000172,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000172.jpg
AMLC000184,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000184.jpg
AMLC000188,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000188.jpg
AMLC000191,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000191.jpg
AMLC000193,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000193.jpg
AMLC000196,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000196.jpg
AMLC000199,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000199.jpg
AMLC000202,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000202.jpg
AMLC000203,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000203.jpg
AMLC000217,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000217.jpg
AMLC000219,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000219.jpg
AMLC000223,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000223.jpg
AMLC000226,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000226.jpg
AMLC000232,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000232.jpg
AMLC000233,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000233.jpg
AMLC000239,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000239.jpg
AMLC000240,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000240.jpg
AMLC000243,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000243.jpg
AMLC000245,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000245.jpg
AMLC000247,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000247.jpg
AMLC000249,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000249.jpg
AMLC000255,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000255.jpg
AMLC000256,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000256.jpg
AMLC000264,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000264.jpg
AMLC000265,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000265.jpg
AMLC000267,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000267.jpg
AMLC000269,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000269.jpg
AMLC000270,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000270.jpg
AMLC000279,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000279.jpg
AMLC000280,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000280.jpg
AMLC000288,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000288.jpg
AMLC000296,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000296.jpg
AMLC000299,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000299.jpg
AMLC000304,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000304.jpg
AMLC000313,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000313.jpg
AMLC000314,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000314.jpg
AMLC000321,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000321.jpg
AMLC000324,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000324.jpg
AMLC000325,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000325.jpg
AMLC000327,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000327.jpg
AMLC000332,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000332.jpg
AMLC000336,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000336.jpg
AMLC000348,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000348.jpg
AMLC000350,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000350.jpg
AMLC000358,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000358.jpg
AMLC000367,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000367.jpg
AMLC000374,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000374.jpg
AMLC000376,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000376.jpg
AMLC000381,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000381.jpg
AMLC000384,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000384.jpg
AMLC000385,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000385.jpg
AMLC000387,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000387.jpg
AMLC000393,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000393.jpg
AMLC000404,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000404.jpg
AMLC000406,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000406.jpg
AMLC000419,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000419.jpg
AMLC000422,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000422.jpg
AMLC000425,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000425.jpg
AMLC000426,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000426.jpg
AMLC000427,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000427.jpg
AMLC000439,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000439.jpg
AMLC000440,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000440.jpg
AMLC000444,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000444.jpg
AMLC000464,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000464.jpg
AMLC000471,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000471.jpg
AMLC000474,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000474.jpg
AMLC000475,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000475.jpg
AMLC000477,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000477.jpg
AMLC000501,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000501.jpg
AMLC000505,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000505.jpg
AMLC000507,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000507.jpg
AMLC000510,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000510.jpg
AMLC000515,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000515.jpg
AMLC000528,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000528.jpg
AMLC000532,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000532.jpg
AMLC000537,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000537.jpg
AMLC000541,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000541.jpg
AMLC000547,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000547.jpg
AMLC000548,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000548.jpg
AMLC000552,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000552.jpg
AMLC000554,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000554.jpg
AMLC000559,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000559.jpg
AMLC000560,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000560.jpg
AMLC000565,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000565.jpg
AMLC000570,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000570.jpg
AMLC000575,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000575.jpg
AMLC000577,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000577.jpg
AMLC000581,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000581.jpg
AMLC000584,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000584.jpg
AMLC000587,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000587.jpg
AMLC000588,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000588.jpg
AMLC000592,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000592.jpg
AMLC000602,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000602.jpg
AMLC000627,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000627.jpg
AMLC000631,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000631.jpg
AMLC000634,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000634.jpg
AMLC000644,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000644.jpg
AMLC000646,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000646.jpg
AMLC000651,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000651.jpg
AMLC000652,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000652.jpg
AMLC000662,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000662.jpg
AMLC000663,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000663.jpg
AMLC000665,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000665.jpg
AMLC000670,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000670.jpg
AMLC000673,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000673.jpg
AMLC000676,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000676.jpg
AMLC000680,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000680.jpg
AMLC000681,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000681.jpg
AMLC000688,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000688.jpg
AMLC000690,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000690.jpg
AMLC000694,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000694.jpg
AMLC000701,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000701.jpg
AMLC000709,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000709.jpg
AMLC000717,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000717.jpg
AMLC000725,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000725.jpg
AMLC000743,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000743.jpg
AMLC000762,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000762.jpg
AMLC000763,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000763.jpg
AMLC000774,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000774.jpeg
AMLC000777,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000777.jpeg
AMLC000780,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000780.jpeg
AMLC000785,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000785.jpeg
AMLC000787,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000787.jpeg
AMLC000792,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000792.jpeg
AMLC000798,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000798.jpeg
AMLC000807,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000807.jpeg
AMLC000813,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000813.jpeg
AMLC000826,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000826.jpeg
AMLC000833,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000833.jpeg
AMLC000836,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000836.jpeg
AMLC000838,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000838.jpeg
AMLC000840,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000840.jpeg
AMLC000843,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000843.jpeg
AMLC000848,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000848.jpeg
AMLC000861,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000861.jpg
AMLC000883,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000883.jpg
AMLC000891,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000891.jpg
AMLC000894,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000894.jpg
AMLC000895,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000895.jpg
AMLC000897,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000897.jpg
AMLC000922,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000922.jpg
AMLC000927,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000927.jpg
AMLC000934,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000934.jpg
AMLC000936,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000936.jpg
AMLC000948,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000948.jpg
AMLC000949,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000949.jpg
AMLC000955,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000955.jpg
AMLC000956,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000956.jpg
AMLC000958,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000958.jpg
AMLC000964,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000964.jpg
AMLC000969,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000969.jpg
AMLC000981,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000981.jpg
AMLC000984,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000984.jpg
AMLC000991,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000991.jpg
AMLC000992,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000992.jpg
AMLC000999,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000999.jpg
AMLC001006,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001006.jpg
AMLC001009,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001009.jpg
AMLC001016,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001016.jpg
AMLC001022,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001022.jpg
AMLC001024,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001024.jpg
AMLC001030,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001030.jpg
AMLC001035,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001035.jpg
AMLC001036,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001036.jpg
AMLC001040,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001040.jpg
AMLC001061,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001061.jpg
AMLC001062,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001062.jpg
AMLC001069,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001069.jpg
AMLC001074,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001074.jpg
AMLC001083,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001083.jpg
AMLC001084,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001084.jpg
AMLC001094,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001094.jpg
AMLC001110,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001110.jpg
AMLC001112,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001112.jpg
AMLC001114,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001114.jpg
AMLC001115,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001115.jpg
AMLC001116,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001116.jpg
AMLC001119,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001119.jpg
AMLC001123,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001123.jpg
AMLC001129,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001129.jpg
AMLC001140,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001140.jpg
AMLC001142,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001142.jpg
AMLC001150,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001150.jpg
AMLC001153,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001153.jpg
AMLC001159,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001159.jpg
AMLC001168,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001168.jpg
AMLC001173,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001173.jpg
AMLC001176,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001176.jpg
AMLC001182,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001182.jpg
AMLC001195,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001195.jpg
AMLC001205,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001205.jpg
AMLC001210,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001210.jpg
AMLC001216,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001216.jpg
AMLC001218,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001218.jpg
AMLC001221,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001221.jpg
AMLC001222,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001222.jpg
AMLC001236,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001236.jpg
AMLC001239,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001239.jpg
AMLC001240,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001240.jpg
AMLC001241,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001241.jpg
AMLC001242,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001242.jpg
AMLC001252,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001252.jpg
AMLC001265,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001265.jpg
AMLC001267,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001267.jpg
AMLC001269,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001269.jpg
AMLC001272,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001272.jpg
AMLC001273,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001273.jpg
AMLC001274,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001274.jpg
AMLC001280,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001280.jpg
AMLC001294,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001294.jpg
AMLC001311,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001311.jpg
AMLC001316,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001316.jpg
AMLC001320,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001320.jpg
AMLC001325,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001325.jpg
AMLC001327,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001327.jpg
AMLC001328,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001328.jpg
AMLC001330,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001330.jpg
AMLC001332,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001332.jpg
AMLC001333,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001333.jpg
AMLC001336,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001336.jpg
AMLC001337,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001337.jpg
AMLC001341,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001341.jpg
AMLC001344,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001344.jpg
AMLC001351,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001351.jpg
AMLC001352,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001352.jpg
AMLC001355,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001355.jpg
AMLC001365,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001365.jpg
AMLC001368,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001368.jpg
AMLC001376,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001376.jpg
AMLC001383,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001383.jpg
AMLC001387,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001387.jpg
AMLC001393,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001393.jpg
AMLC001394,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001394.jpg
AMLC001410,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001410.jpg
AMLC001411,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001411.jpg
AMLC001423,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001423.jpg
AMLC001425,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001425.jpg
AMLC001429,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001429.jpg
AMLC001430,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001430.jpg
AMLC001431,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001431.jpg
AMLC001433,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001433.jpg
AMLC001434,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001434.jpg
AMLC001439,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001439.jpg
AMLC001446,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001446.jpg
AMLC001471,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001471.jpg
AMLC001477,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001477.jpg
AMLC001480,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001480.jpg
AMLC001488,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001488.jpg
AMLC001490,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001490.jpg
AMLC001491,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001491.jpg
AMLC001500,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001500.jpg
AMLC001506,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001506.jpg
AMLC001514,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001514.jpg
AMLC001516,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001516.jpg
AMLC001519,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001519.jpg
AMLC001523,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001523.jpg
AMLC001530,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001530.jpg
AMLC001535,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001535.jpg
AMLC001554,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001554.jpg
AMLC001562,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001562.jpg
AMLC001568,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001568.jpg
AMLC001574,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001574.jpg
AMLC001581,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001581.jpg
AMLC001583,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001583.jpg
AMLC001592,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001592.jpg
AMLC001611,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001611.jpg
AMLC001617,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001617.jpg
AMLC001625,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001625.jpg
AMLC001626,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001626.jpg
AMLC001631,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001631.jpg
AMLC001633,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001633.jpg
AMLC001638,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001638.jpg
AMLC001647,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001647.jpg
AMLC001658,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001658.jpg
AMLC001672,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001672.jpg
AMLC001674,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001674.jpg
AMLC001676,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001676.jpg
AMLC001681,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001681.jpg
AMLC001682,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001682.jpg
AMLC001686,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001686.jpg
AMLC001687,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001687.jpg
AMLC001690,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001690.jpg
AMLC001699,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001699.jpg
AMLC001700,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001700.jpg
AMLC001703,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001703.jpg
AMLC001704,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001704.jpg
AMLC001714,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001714.jpg
AMLC001715,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001715.jpg
