image_id,image_path
AMLC000143,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000143.jpg
AMLC000153,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000153.jpg
AMLC000158,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000158.jpg
AMLC000163,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000163.jpg
AMLC000165,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000165.jpg
AMLC000166,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000166.jpg
AMLC000167,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000167.jpg
AMLC000170,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000170.jpg
AMLC000174,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000174.jpg
AMLC000175,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000175.jpg
AMLC000185,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000185.jpg
AMLC000189,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000189.jpg
AMLC000195,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000195.jpg
AMLC000198,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000198.jpg
AMLC000201,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000201.jpg
AMLC000207,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000207.jpg
AMLC000208,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000208.jpg
AMLC000209,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000209.jpg
AMLC000210,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000210.jpg
AMLC000212,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000212.jpg
AMLC000213,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000213.jpg
AMLC000221,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000221.jpg
AMLC000224,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000224.jpg
AMLC000231,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000231.jpg
AMLC000238,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000238.jpg
AMLC000242,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000242.jpg
AMLC000246,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000246.jpg
AMLC000253,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000253.jpg
AMLC000254,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000254.jpg
AMLC000258,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000258.jpg
AMLC000262,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000262.jpg
AMLC000266,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000266.jpg
AMLC000271,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000271.jpg
AMLC000278,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000278.jpg
AMLC000283,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000283.jpg
AMLC000286,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000286.jpg
AMLC000287,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000287.jpg
AMLC000290,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000290.jpg
AMLC000293,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000293.jpg
AMLC000295,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000295.jpg
AMLC000297,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000297.jpg
AMLC000298,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000298.jpg
AMLC000300,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000300.jpg
AMLC000302,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000302.jpg
AMLC000303,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000303.jpg
AMLC000309,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000309.jpg
AMLC000312,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000312.jpg
AMLC000317,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000317.jpg
AMLC000318,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000318.jpg
AMLC000323,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000323.jpg
AMLC000328,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000328.jpg
AMLC000334,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000334.jpg
AMLC000335,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000335.jpg
AMLC000341,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000341.jpg
AMLC000342,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000342.jpg
AMLC000347,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000347.jpg
AMLC000349,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000349.jpg
AMLC000353,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000353.jpg
AMLC000354,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000354.jpg
AMLC000356,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000356.jpg
AMLC000360,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000360.jpg
AMLC000362,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000362.jpg
AMLC000366,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000366.jpg
AMLC000368,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000368.jpg
AMLC000372,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000372.jpg
AMLC000378,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000378.jpg
AMLC000389,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000389.jpg
AMLC000396,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000396.jpg
AMLC000397,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000397.jpg
AMLC000398,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000398.jpg
AMLC000411,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000411.jpg
AMLC000412,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000412.jpg
AMLC000418,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000418.jpg
AMLC000429,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000429.jpg
AMLC000438,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000438.jpg
AMLC000442,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000442.jpg
AMLC000443,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000443.jpg
AMLC000451,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000451.jpg
AMLC000459,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000459.jpg
AMLC000463,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000463.jpg
AMLC000472,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000472.jpg
AMLC000479,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000479.jpg
AMLC000480,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000480.jpg
AMLC000484,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000484.jpg
AMLC000488,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000488.jpg
AMLC000489,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000489.jpg
AMLC000494,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000494.jpg
AMLC000497,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000497.jpg
AMLC000499,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000499.jpg
AMLC000512,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000512.jpg
AMLC000516,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000516.jpg
AMLC000524,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000524.jpg
AMLC000526,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000526.jpg
AMLC000551,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000551.jpg
AMLC000557,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000557.jpg
AMLC000573,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000573.jpg
AMLC000576,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000576.jpg
AMLC000593,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000593.jpg
AMLC000606,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000606.jpg
AMLC000610,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000610.jpg
AMLC000612,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000612.jpg
AMLC000613,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000613.jpg
AMLC000618,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000618.jpg
AMLC000619,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000619.jpg
AMLC000622,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000622.jpg
AMLC000624,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000624.jpg
AMLC000635,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000635.jpg
AMLC000638,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000638.jpg
AMLC000642,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000642.jpg
AMLC000643,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000643.jpg
AMLC000647,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000647.jpg
AMLC000650,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000650.jpg
AMLC000654,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000654.jpg
AMLC000659,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000659.jpg
AMLC000666,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000666.jpg
AMLC000671,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000671.jpg
AMLC000678,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000678.jpg
AMLC000682,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000682.jpg
AMLC000685,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000685.jpg
AMLC000686,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000686.jpg
AMLC000695,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000695.jpg
AMLC000698,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000698.jpg
AMLC000702,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000702.jpg
AMLC000706,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000706.jpg
AMLC000707,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000707.jpg
AMLC000715,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000715.jpg
AMLC000716,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000716.jpg
AMLC000729,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000729.jpg
AMLC000738,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000738.jpg
AMLC000739,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000739.jpg
AMLC000740,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000740.jpg
AMLC000747,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000747.jpg
AMLC000749,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000749.jpg
AMLC000752,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000752.jpg
AMLC000754,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000754.jpg
AMLC000756,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000756.jpg
AMLC000758,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000758.jpg
AMLC000759,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000759.jpg
AMLC000760,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000760.jpg
AMLC000767,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000767.jpeg
AMLC000769,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000769.jpeg
AMLC000775,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000775.jpeg
AMLC000783,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000783.jpeg
AMLC000784,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000784.jpeg
AMLC000789,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000789.jpeg
AMLC000790,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000790.jpeg
AMLC000793,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000793.jpeg
AMLC000797,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000797.jpeg
AMLC000804,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000804.jpeg
AMLC000806,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000806.jpeg
AMLC000808,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000808.jpeg
AMLC000811,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000811.jpeg
AMLC000816,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000816.jpeg
AMLC000820,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000820.jpeg
AMLC000822,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000822.jpeg
AMLC000825,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000825.jpeg
AMLC000842,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000842.jpeg
AMLC000849,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000849.jpeg
AMLC000851,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000851.jpeg
AMLC000853,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000853.jpeg
AMLC000863,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000863.jpg
AMLC000867,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000867.jpg
AMLC000870,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000870.jpg
AMLC000874,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000874.jpg
AMLC000876,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000876.jpg
AMLC000877,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000877.jpg
AMLC000881,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000881.jpg
AMLC000889,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000889.jpg
AMLC000892,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000892.jpg
AMLC000903,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000903.jpg
AMLC000915,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000915.jpg
AMLC000916,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000916.jpg
AMLC000923,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000923.jpg
AMLC000928,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000928.jpg
AMLC000930,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000930.jpg
AMLC000933,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000933.jpg
AMLC000935,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000935.jpg
AMLC000938,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000938.jpg
AMLC000939,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000939.jpg
AMLC000941,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000941.jpg
AMLC000942,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000942.jpg
AMLC000945,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000945.jpg
AMLC000953,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000953.jpg
AMLC000961,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000961.jpg
AMLC000963,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000963.jpg
AMLC000966,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000966.jpg
AMLC000967,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000967.jpg
AMLC000968,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000968.jpg
AMLC000971,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000971.jpg
AMLC000982,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000982.jpg
AMLC000988,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000988.jpg
AMLC000989,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000989.jpg
AMLC000996,C:\ITDA_OCR_CODE\학습대상데이터\AMLC000996.jpg
AMLC001012,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001012.jpg
AMLC001013,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001013.jpg
AMLC001015,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001015.jpg
AMLC001027,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001027.jpg
AMLC001038,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001038.jpg
AMLC001039,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001039.jpg
AMLC001049,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001049.jpg
AMLC001058,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001058.jpg
AMLC001065,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001065.jpg
AMLC001068,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001068.jpg
AMLC001077,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001077.jpg
AMLC001079,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001079.jpg
AMLC001081,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001081.jpg
AMLC001082,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001082.jpg
AMLC001097,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001097.jpg
AMLC001101,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001101.jpg
AMLC001109,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001109.jpg
AMLC001117,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001117.jpg
AMLC001122,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001122.jpg
AMLC001130,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001130.jpg
AMLC001144,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001144.jpg
AMLC001147,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001147.jpg
AMLC001152,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001152.jpg
AMLC001154,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001154.jpg
AMLC001163,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001163.jpg
AMLC001167,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001167.jpg
AMLC001170,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001170.jpg
AMLC001181,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001181.jpg
AMLC001189,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001189.jpg
AMLC001199,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001199.jpg
AMLC001203,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001203.jpg
AMLC001208,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001208.jpg
AMLC001213,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001213.jpg
AMLC001214,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001214.jpg
AMLC001217,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001217.jpg
AMLC001220,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001220.jpg
AMLC001232,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001232.jpg
AMLC001233,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001233.jpg
AMLC001235,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001235.jpg
AMLC001244,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001244.jpg
AMLC001246,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001246.jpg
AMLC001250,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001250.jpg
AMLC001262,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001262.jpg
AMLC001279,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001279.jpg
AMLC001285,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001285.jpg
AMLC001288,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001288.jpg
AMLC001299,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001299.jpg
AMLC001300,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001300.jpg
AMLC001314,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001314.jpg
AMLC001318,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001318.jpg
AMLC001323,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001323.jpg
AMLC001326,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001326.jpg
AMLC001343,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001343.jpg
AMLC001348,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001348.jpg
AMLC001354,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001354.jpg
AMLC001356,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001356.jpg
AMLC001361,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001361.jpg
AMLC001363,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001363.jpg
AMLC001375,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001375.jpg
AMLC001377,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001377.jpg
AMLC001392,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001392.jpg
AMLC001395,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001395.jpg
AMLC001397,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001397.jpg
AMLC001402,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001402.jpg
AMLC001412,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001412.jpg
AMLC001413,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001413.jpg
AMLC001415,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001415.jpg
AMLC001418,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001418.jpg
AMLC001421,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001421.jpg
AMLC001422,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001422.jpg
AMLC001438,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001438.jpg
AMLC001444,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001444.jpg
AMLC001459,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001459.jpg
AMLC001462,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001462.jpg
AMLC001463,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001463.jpg
AMLC001470,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001470.jpg
AMLC001484,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001484.jpg
AMLC001489,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001489.jpg
AMLC001522,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001522.jpg
AMLC001524,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001524.jpg
AMLC001531,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001531.jpg
AMLC001534,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001534.jpg
AMLC001536,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001536.jpg
AMLC001541,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001541.jpg
AMLC001544,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001544.jpg
AMLC001546,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001546.jpg
AMLC001551,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001551.jpg
AMLC001555,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001555.jpg
AMLC001557,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001557.jpg
AMLC001564,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001564.jpg
AMLC001570,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001570.jpg
AMLC001571,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001571.jpg
AMLC001575,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001575.jpg
AMLC001578,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001578.jpg
AMLC001582,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001582.jpg
AMLC001585,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001585.jpg
AMLC001588,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001588.jpg
AMLC001593,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001593.jpg
AMLC001597,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001597.jpg
AMLC001599,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001599.jpg
AMLC001618,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001618.jpg
AMLC001622,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001622.jpg
AMLC001624,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001624.jpg
AMLC001627,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001627.jpg
AMLC001628,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001628.jpg
AMLC001635,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001635.jpg
AMLC001641,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001641.jpg
AMLC001642,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001642.jpg
AMLC001661,C:\ITDA_OCR_CODE\학습대상데이터\AMLC001661.jpg
