new_filename,dataset,split,original_archive,original_path,original_filename,width,height,sha256,license,source_url
003379.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00027.jpg,img_00027.jpg,1266,949,df0a1d9767d95578eb1582b04865b1f56d0279bff9b7934f76d19f1d4d6425f7,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003380.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00028.jpg,img_00028.jpg,948,694,63572fb4865a9f5bdfa2509d67951c28ec0346949755a51d6a70a93735650f3a,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003381.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00029.jpg,img_00029.jpg,1399,1049,bc9e0a8709a4b9942cf96e1054ee61f12a1befd6e6cdd2b4f744bf9bce3514c6,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003382.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00030.jpg,img_00030.jpg,1099,1466,ea4bae6594d13d9aa23cb83e172d76230d2e633f4a8457ba460f1d321d22c3d2,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003383.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00031.jpg,img_00031.jpg,1007,1343,d57cb368040546fd65c426d9fdee50828949273e3e964c983514f3d3999bd1c7,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003384.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00032.jpg,img_00032.jpg,1316,987,1b0b058d8a231283d1f848f1d3a182b506321a7c449f69b7658883b41c5a6439,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003385.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00033.jpg,img_00033.jpg,924,1231,f8af15a271f5b5d19076a47fe98dbc429b7cc8e629f8d3aedefacf42a98c817a,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003386.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00034.jpg,img_00034.jpg,1343,1007,732fd35579f88c1d9e38348f1fe73f44afa5bd4da748eea27019824310d27b4a,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003387.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00035.jpg,img_00035.jpg,1333,1000,090551c6bd6092aa4da95d4cce40f3b71f40a330c6a54c33b71a00432f4a2561,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003388.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00036.jpg,img_00036.jpg,669,895,21b5b8bf4e2232b000cd574442d53772a8466fbc4c0331cfb51210a4f9f8c7cb,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003389.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00037.jpg,img_00037.jpg,722,964,5ad8e46d71402f9b9d20e2bd93e4090015c0406d893822b0933a18f45c864f47,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003390.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00038.jpg,img_00038.jpg,756,1008,e76b0c49a599fa8dfc7b87bb518e8b05dfc5032ef8ba1b835a1a08758980bceb,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003391.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00039.jpg,img_00039.jpg,711,949,63b2c270a030601af62eeeba5f05770a5615151edcc302fbe6b4a634d1361d88,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003392.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00040.jpg,img_00040.jpg,678,905,876a3fd69ca6263dc3882a27a390e8c29d5d5b2b3394a1bd39c2ccd42b682bd2,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003393.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00041.jpg,img_00041.jpg,678,902,34a55863796d588d36af1d7d306a9072ba0e1b0f95e7ca5089483def1e481cad,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003394.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00042.jpg,img_00042.jpg,651,872,1814f2621cfd0e37444e0fd546d9ea28d64038414d27ef2e240f49fe6ca6a4fa,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003395.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00043.jpg,img_00043.jpg,729,973,267f5640678f9376d00afb9cf9a2639f58a7b6b0c9ec1f7c5ba27e209b80d7a1,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003396.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00044.jpg,img_00044.jpg,711,962,e4dcfe687a885e43926f82ea0818baeca7d9abfcc73e29756824eed4126a9bf9,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003397.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00045.jpg,img_00045.jpg,664,888,7a02d4c50c7cb193883cf75d4b88ffb446e50ce1b32868ab2ea6cb0869ede148,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003398.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00046.jpg,img_00046.jpg,654,876,9cf6bba245033b4d46268065868b2bbb224b5b416fa420b022f748bb7d5533ce,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003399.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00047.jpg,img_00047.jpg,756,1008,f1644d177c68bdad9fc514c7a08cfef8f2c510b1589dc28a1f90fb06ebb2350c,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003400.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00048.jpg,img_00048.jpg,654,873,86e6c9825acfa0030f34006926ef25562c8bb1cf91f1ddebfa49d3ff4f83ff83,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003401.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00049.jpg,img_00049.jpg,756,1008,bf026639c70443bc08dec731db3e0b79177415175506286825276f798e4e5b70,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003402.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00050.jpg,img_00050.jpg,702,939,b2edba2ad4fa275ce6cee8a73b47a2c69f42ef150aeed298046c9274d7097f97,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003403.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00051.jpg,img_00051.jpg,756,902,a081b0101d989d4d6388be6806057f16167c52a6197ce77666ff505589794b6a,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003404.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00052.jpg,img_00052.jpg,756,1008,cc3c0c269deb2aa0b8c866e29a704b6a474ec8f03ef2053e619cbad973c2f84a,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003405.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00053.jpg,img_00053.jpg,659,879,9e1eaab450df2ed9335b43411469ad1d1730fbe59aa59b56a3e01c1f7792462a,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003406.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00054.jpg,img_00054.jpg,794,1059,324cde3107d3a2770f713d91f54849c280d27e84651219497ad74be481bbc46c,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003407.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00055.jpg,img_00055.jpg,788,1051,c678d70de4833bb9a79492c7515610f4f55bbb18ddbaf26f6a41d744af90bb9a,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003408.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00056.jpg,img_00056.jpg,769,1025,8c19bbc1438688fd8706c743f6715e149e07f94e5cc454284a23d5462b40b268,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003409.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00057.jpg,img_00057.jpg,797,1061,4362929db73f83f057c56ff03b28d0485e48fd821a6c9892fc339789c32cd7d1,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003410.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00058.jpg,img_00058.jpg,748,1063,884c27b5127da0aa3ce0c6cdcff47b24c0718c8dd57b6fc26e737eb859df54ba,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003411.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00059.jpg,img_00059.jpg,693,929,31c34d8f87b91764497598b10fba8c262297db555ef007ff3fff303bc8058ea2,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003412.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00060.jpg,img_00060.jpg,834,1112,a2c9a141405e7264fdea31205ff9dfa1d7929bf94a820551885e72f187a86dcb,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003413.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00061.jpg,img_00061.jpg,794,1058,bd60db11c7969c42dd93280f32fe2dd2328f514973c0511abd7f5e8d061ed3ed,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003414.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00062.jpg,img_00062.jpg,818,1090,94c4e5edf927444afd00c905c539c2fd34f03c89da41ecdb7f5bb735d29852e0,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003415.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00063.jpg,img_00063.jpg,780,1040,bbca40dc49e682c3828edbda58b6808aae09ff6e9c88e4b76a2da55994e93c94,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003416.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00064.jpg,img_00064.jpg,722,962,8e1c7254ffe798e8f49317da07f51e1f1309ce78e7a3eaf1a17eb27d93f61fdd,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003417.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00065.jpg,img_00065.jpg,934,1246,f27ad6d1e273752fb568e36821f747565aee569d1f80ca28f380631fb2030ac8,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003418.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00066.jpg,img_00066.jpg,756,1008,367a0376ac265b4e64c7a637095f301d3fdafdf1ff0a637aece94d9a4b9b3ab4,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003419.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00067.jpg,img_00067.jpg,756,1008,62252f8022923b302357ed72064a13210d2a1a6454022bff84c81774ac25f160,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003420.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00068.jpg,img_00068.jpg,756,1008,e428910283caddd81c8326364977dbca14fc272fb618bec9461a64b9a3bb8c34,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003421.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00069.jpg,img_00069.jpg,953,1271,60a901f7382efc5efb76260235375cc30e0b0e463d26935e87468a2a8fe94939,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003422.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00070.jpg,img_00070.jpg,888,1184,f8c78d371129865cbae1ab5ebc4bea07e5c876249fb3ae66956274adefa2e62f,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003423.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00071.jpg,img_00071.jpg,847,1129,c4a722b2b5a897817a084a29921376d008a058561098f49d951f2e9dc7bdb2ed,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003424.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00072.jpg,img_00072.jpg,829,1106,898757af49f338cb3eb86def950a14c91b1c42f6c17ae1446c6b326eea696ffd,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003425.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00073.jpg,img_00073.jpg,799,1065,3136fc336ad6e1fc45df751d8829e9ec0beeb9866b10942dade278db7fb290c2,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003426.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00074.jpg,img_00074.jpg,846,1127,f67624555a2c998da60a21f9f64ae36253960edc8656a79628785008eb124af0,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003427.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00075.jpg,img_00075.jpg,892,1189,9623b6bc186627e038ce5ed77a56d7d145c91283e8cd0139448be0782647565d,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003428.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00076.jpg,img_00076.jpg,945,1260,8faa8d1bb4d38d149c6c0de96dcf504b81948e49c3101ffaa5deaef370da8944,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003429.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00077.jpg,img_00077.jpg,948,1264,f248c27e354e7842657de3486cbe92414e0a161a1b591082de6dfe28f57d3e7a,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003430.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00078.jpg,img_00078.jpg,813,1084,af884719a57e6a2fe3ce09e35429fde279343b3509faf9799215884bf259f001,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003431.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00079.jpg,img_00079.jpg,985,1313,dbf4004ab4e4193b306c5a8160ff007b954b7c8d44e37d5c2d4e7fad7715e689,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003432.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00080.jpg,img_00080.jpg,995,1327,ad1d83b5e293b739170e58f07f40b97a8f4af19c4fc5e052e17906c75532dae9,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003433.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00081.jpg,img_00081.jpg,1039,1385,9aaeed8dbfdbb87bac11ca5c3bf9f9f20df1da2f532cdad80bc26c7669eaf6b8,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003434.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00082.jpg,img_00082.jpg,1010,1347,5ca844ca69f3dc32c5ec859ab7d2e5a6b3aa7130a875c1dab9f5c52218ea89f2,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003435.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00083.jpg,img_00083.jpg,1019,1358,88b68424a65252b975f5796cc54355f0c0331b5c6ca47c1cc343b132c6236390,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003436.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00084.jpg,img_00084.jpg,921,1228,6f81a3c9699a947aea81f9a93ec494c60d80bcf74a4be915a290e0c9d61fdd20,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003437.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00085.jpg,img_00085.jpg,941,1255,b00cf46a5d413cbe59228648155152fdc92c5e53f2c733d73fa77487c092f9a0,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003438.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00086.jpg,img_00086.jpg,909,1211,e944afa1125eb195c12a3e75195b497d6d8013e468c16062ca30c2a8a9618a7a,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003439.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00087.jpg,img_00087.jpg,1000,1333,dd95c84eeaa0f03f173ebd27b4eff2d2d1ba5caecf0b4cec206dc4e041f1427a,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003440.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00088.jpg,img_00088.jpg,1052,1402,56af8dc5a7603a1f2ed3d63b7550d00a1de367a4ed249dd645c8185c66fddc4a,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003441.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00089.jpg,img_00089.jpg,979,1306,2b8934004c223d3040d1c530aedb22dab38d30a4c2fbbf6eaef23039d043590a,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003442.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00090.jpg,img_00090.jpg,974,1299,8222736dc5ccb3047b2cb4cfc99dd53f90e62cb00265615d6768bb052f7830e2,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003443.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00091.jpg,img_00091.jpg,1042,1390,2f728dcef4aa055ca405eaaedb0b889c5a5da2b8a2b3df4a5dd6b4db11b6095f,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003444.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00092.jpg,img_00092.jpg,813,1084,85c7732f1fa0f6be705b4d77b671d927208f6b3cd6caea4c79c5aed3212bdced,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003445.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00093.jpg,img_00093.jpg,1009,1346,0c0f34ff48fa4880650c9b88850e67b81efcfe1deacaf84389b89049843ab59c,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003446.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00094.jpg,img_00094.jpg,1045,1393,68d89a01f2bf94b22be53b5ef8e37595b2187a27b8bb6ae13d011305d910a844,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003447.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00095.jpg,img_00095.jpg,1029,1372,a7bfbb9f6e9916576482d30283c3b4ce499907122daa82df07a3d336c8c6c1f8,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003448.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00096.jpg,img_00096.jpg,987,1316,3060a4ef3bed3944d652a2ee1efca2aebfcdf32f8196a9278b5fd37fa89b4cdf,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003449.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00097.jpg,img_00097.jpg,980,1307,332de3bbdeb0bb5afcd10c0e2c6de886aeea5c56e969b816307f4c90820bef6d,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003450.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00098.jpg,img_00098.jpg,1035,1380,f1a7e5f458aeabd45eff6e43b087bd84d558bbb3d51a57842cf3fc667798f8c7,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003451.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00099.jpg,img_00099.jpg,879,1182,eab1b6aa2e7df6b172724db50f4b1f7c438cb6e6e6495e1c04d26c36e925981b,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003452.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00100.jpg,img_00100.jpg,889,1186,2477772691973ac6f26496202bdd6cac36bfe0f2c5b405ba0d904cd686a671ca,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003453.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00101.jpg,img_00101.jpg,1023,1364,63ff2a7707a25c61b709d4cca4c36c92c90e8fa96e29504c280dc455e3df4733,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003454.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00102.jpg,img_00102.jpg,947,1263,472ddfd5f3b498b488684a6533b9b6e4fb47970e6402bd8f2d7183b5a40b5771,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003455.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00103.jpg,img_00103.jpg,953,1270,58d0e9da6ccddb02b5379bad7a3456d45931730908b75199a5c76506777f0b36,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
003456.jpg,ExpDate,real_train,Products-Real.zip,Products-Real/train/images/img_00104.jpg,img_00104.jpg,943,1257,9499754f18612d9af9dd532c66b2364a8c9d816f5adf4f8b47ba4f7208a5bb06,CC BY 4.0,https://felizang.github.io/expdate/index_expdate.html
